date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-08-20,3.62,3.69,3.59,3.63,16665100.0,-0.0843,-0.0036,-0.0879,3.8665,3.5765,3.7215,42.1145,3.68,3.714,-4.8969,-126.2597,2.7365,False
2013-08-21,3.62,3.68,3.6,3.61,13992800.0,-0.0851,-0.0035,-0.0886,3.8682,3.5728,3.7205,41.3489,3.638,3.7033,-1.8667,-123.4817,2.7365,False
2013-08-22,3.63,3.65,3.6,3.63,10071400.0,-0.0854,-0.0011,-0.0866,3.8697,3.5643,3.717,42.4694,3.626,3.6913,-2.4064,-119.1951,2.7365,False
2013-08-23,3.67,3.74,3.61,3.65,22498900.0,-0.0848,0.0024,-0.0824,3.8562,3.5608,3.7085,43.6234,3.624,3.6813,-2.3499,-99.8821,4.8231,True
2013-08-26,3.65,3.66,3.58,3.58,22464000.0,-0.0846,0.0009,-0.0837,3.8565,3.5435,3.7,40.5716,3.62,3.6653,-5.9126,-117.0952,4.0663,True
2013-08-27,3.55,3.55,3.33,3.39,51647100.0,-0.0875,-0.0115,-0.099,3.8759,3.4811,3.6785,33.7128,3.572,3.6433,-7.7922,-172.7988,1.934,False
2013-08-28,3.35,3.49,3.33,3.42,19453800.0,-0.0915,-0.016,-0.1075,3.8833,3.4387,3.661,35.5559,3.534,3.6253,-10.5128,-166.1606,1.934,False
2013-08-29,3.43,3.48,3.37,3.38,13448100.0,-0.0964,-0.0197,-0.116,3.8823,3.3967,3.6395,34.1975,3.484,3.6033,-10.0775,-157.9269,1.934,False
2013-08-30,3.38,3.41,3.25,3.27,31721500.0,-0.1032,-0.0271,-0.1302,3.8928,3.3332,3.613,30.7376,3.408,3.578,-11.1979,-178.3481,4.7076,False
2013-09-03,3.32,3.35,3.25,3.27,15543600.0,-0.1105,-0.0294,-0.1398,3.8859,3.2851,3.5855,30.7376,3.346,3.5527,-12.7604,-173.7186,4.7076,False
2013-09-04,3.28,3.34,3.25,3.31,29576000.0,-0.1169,-0.0257,-0.1426,3.8814,3.2486,3.565,33.5443,3.33,3.5273,-12.5654,-162.2792,4.7076,False
2013-09-05,3.32,3.49,3.3,3.41,23102100.0,-0.1206,-0.0146,-0.1352,3.8688,3.2332,3.551,40.0513,3.328,3.5,-5.6757,-128.1236,0.9539,False
2013-09-06,3.54,3.6,3.43,3.57,35974800.0,-0.1195,0.0044,-0.115,3.8535,3.2345,3.544,48.6676,3.366,3.492,-3.4853,-87.5584,1.6749,True
2013-09-09,3.63,3.72,3.62,3.69,23646200.0,-0.1132,0.0249,-0.0884,3.8588,3.2332,3.546,53.9825,3.45,3.494,0.5405,-46.4894,4.4356,True
2013-09-10,3.78,3.87,3.77,3.87,33201100.0,-0.101,0.0489,-0.0521,3.8978,3.2162,3.557,60.5474,3.57,3.512,4.0323,-1.7798,7.7289,True
2013-09-11,3.87,3.89,3.7367,3.82,24009100.0,-0.0862,0.0591,-0.0271,3.9189,3.2081,3.5635,58.0813,3.672,3.5247,4.8518,-6.5953,6.8972,True
2013-09-12,3.76,3.8,3.69,3.75,28947700.0,-0.0715,0.0588,-0.0128,3.9065,3.2135,3.56,54.7372,3.74,3.534,-0.7833,-24.9206,5.7331,True
2013-09-13,3.75,3.87,3.72,3.83,25331400.0,-0.0562,0.0612,0.005,3.929,3.205,3.567,57.7181,3.792,3.5473,0.7813,-6.3972,7.2724,True
2013-09-16,3.9,3.9,3.79,3.82,30569700.0,-0.0414,0.0594,0.018,3.9516,3.1984,3.575,57.2135,3.818,3.5587,5.1213,2.8628,7.9277,True
2013-09-17,3.83,3.9,3.77,3.85,25590700.0,-0.027,0.0574,0.0304,3.9828,3.1922,3.5875,58.3831,3.814,3.5767,5.9783,4.6023,7.4131,True
2013-09-18,3.85,3.95,3.83,3.93,24046300.0,-0.0124,0.0586,0.0462,4.0249,3.1801,3.6025,61.3979,3.836,3.6127,7.0461,24.6487,8.522,True
2013-09-19,3.96,4.0,3.915,3.95,24274700.0,0.002,0.0576,0.0596,4.0683,3.1707,3.6195,62.1327,3.876,3.648,8.6957,41.8537,9.6227,True
2013-09-20,3.91,3.96,3.79,3.83,94572300.0,0.0136,0.0463,0.0599,4.0876,3.1714,3.6295,55.3586,3.876,3.678,8.4932,14.4018,6.3686,True
2013-09-23,3.81,3.87,3.77,3.79,20920500.0,0.0221,0.0341,0.0562,4.0999,3.1731,3.6365,53.2839,3.87,3.7127,3.4759,0.1147,5.8573,True
2013-09-24,3.79,3.89,3.75,3.8,21462700.0,0.0284,0.0251,0.0535,4.1154,3.1796,3.6475,53.7482,3.86,3.748,6.2842,2.6766,5.8573,True
2013-09-25,3.82,3.94,3.79,3.91,23559200.0,0.0346,0.0249,0.0595,4.1391,3.2079,3.6735,58.598,3.856,3.788,10.9859,26.6527,7.0129,True
2013-09-26,3.94,3.98,3.88,3.89,17460300.0,0.0401,0.0219,0.062,4.1564,3.2376,3.697,57.425,3.844,3.82,14.0401,40.0024,7.9324,True
2013-09-27,3.87,3.91,3.83,3.86,11436100.0,0.0442,0.0166,0.0608,4.1614,3.2806,3.721,55.6351,3.85,3.8393,12.3563,24.1115,6.5926,True
2013-09-30,3.79,3.86,3.75,3.81,16556900.0,0.0464,0.0088,0.0552,4.1379,3.3581,3.748,52.7019,3.854,3.8473,13.1965,4.8568,4.4822,True
2013-10-01,3.82,3.94,3.81,3.86,26056400.0,0.048,0.0062,0.0542,4.102,3.453,3.7775,55.2308,3.866,3.8467,17.6119,28.652,6.3674,True
2013-10-02,3.83,3.94,3.82,3.9,18583300.0,0.0496,0.0064,0.0559,4.0542,3.5598,3.807,57.1927,3.864,3.852,17.9641,36.1214,6.3674,True
2013-10-03,3.93,3.94,3.86,3.9,25498500.0,0.051,0.0057,0.0567,4.0016,3.6614,3.8315,57.1927,3.866,3.862,12.894,41.9732,6.3674,True
2013-10-04,3.91,3.95,3.89,3.91,17134400.0,0.0523,0.0051,0.0574,3.9723,3.7247,3.8485,57.7244,3.876,3.8673,9.7222,52.8571,6.6097,True
2013-10-07,3.87,3.91,3.83,3.86,16734000.0,0.0525,0.0009,0.0533,3.9572,3.7568,3.857,54.1232,3.886,3.87,5.1075,38.5967,4.9524,True
2013-10-08,3.87,3.89,3.68,3.72,35910400.0,0.0497,-0.0113,0.0384,3.9659,3.7331,3.8495,45.5905,3.858,3.8613,0.5168,1.1904,0.9622,False
2013-10-09,3.75,3.75,3.55,3.65,36053700.0,0.0439,-0.0232,0.0206,3.986,3.696,3.841,42.0399,3.808,3.8427,-3.599,-43.9899,2.3113,False
2013-10-10,3.72,3.8,3.72,3.79,24019400.0,0.0386,-0.0209,0.0177,3.984,3.702,3.843,50.3292,3.786,3.832,0.0,15.2876,1.0301,False
2013-10-11,3.78,3.85,3.75,3.83,17384600.0,0.0346,-0.0162,0.0183,3.984,3.702,3.843,52.4126,3.77,3.832,-0.5168,43.5799,0.2404,False
2013-10-14,3.87,4.05,3.85,3.97,63648400.0,0.0336,-0.0038,0.0298,4.0014,3.6996,3.8505,58.8804,3.792,3.844,3.8462,119.884,5.0949,False
2013-10-15,4.03,4.1,4.01,4.02,52027500.0,0.0354,0.0071,0.0425,4.027,3.691,3.859,60.9132,3.852,3.8587,5.1282,161.886,6.2547,True
2013-10-16,4.1,4.1,4.025,4.09,34138300.0,0.0398,0.0177,0.0575,4.061,3.673,3.867,63.6116,3.94,3.8707,3.7975,167.2977,6.2547,True
2013-10-17,4.12,4.13,4.06,4.09,45838000.0,0.0455,0.023,0.0686,4.0885,3.6595,3.874,63.6116,4.0,3.884,3.25,170.308,6.9603,True
2013-10-18,3.56,3.66,3.51,3.53,108913700.0,0.0428,-0.011,0.0318,4.1205,3.5975,3.859,38.93,3.94,3.862,-7.5758,-81.2916,6.2011,False
2013-10-21,3.56,3.56,3.3,3.37,68891000.0,0.0322,-0.0423,-0.0101,4.1749,3.5011,3.838,34.7969,3.82,3.8327,-8.0103,-146.5506,10.4784,False
2013-10-22,3.32,3.34,3.12,3.18,92506500.0,0.0142,-0.0722,-0.058,4.2497,3.3643,3.807,30.6559,3.652,3.7873,-14.1388,-218.1932,13.9007,False
2013-10-23,3.2,3.25,3.04,3.14,65948000.0,-0.0083,-0.0898,-0.0981,4.2947,3.2423,3.7685,29.8545,3.462,3.7367,-17.5127,-229.1393,15.3631,False
2013-10-24,3.205,3.3,3.16,3.23,43033200.0,-0.0308,-0.0903,-0.1211,4.3078,3.1632,3.7355,34.013,3.29,3.692,-17.0854,-182.211,14.131,False
2013-10-25,3.29,3.39,3.29,3.34,43346300.0,-0.0505,-0.0786,-0.1291,4.3037,3.1153,3.7095,38.7667,3.252,3.654,-13.2992,-133.0814,11.9424,False
2013-10-28,3.38,3.39,3.32,3.32,23820500.0,-0.0675,-0.0679,-0.1354,4.3006,3.0694,3.685,38.2302,3.242,3.618,-12.1762,-125.9102,11.9424,False
2013-10-29,3.34,3.37,3.32,3.33,15816500.0,-0.0816,-0.0564,-0.138,4.2872,3.0298,3.6585,38.6848,3.272,3.592,-14.467,-121.7052,11.9424,False
