date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-05-16,61.12,61.5,60.31,28.8166409765,3497900.0,-1.4195,-0.3619,-1.7813,32.1866,38.0028,26.3705,31.9884,29.0171,31.4665,-16.8582,-210.9491,21.8931,False
2012-05-17,60.36,60.57,59.37,28.3774938885,3745200.0,-1.4968,-0.3093,-1.8061,31.8895,37.8448,25.9342,30.6214,28.8644,31.0226,-17.1749,-211.0786,23.2097,False
2012-05-18,59.79,60.36,59.37,28.463413971,5209900.0,-1.5571,-0.241,-1.7981,31.6036,37.6398,25.5674,31.2374,28.7059,30.5659,-16.7678,-195.6121,23.2097,False
2012-05-21,59.93,61.55,59.41,29.1555479682,3398000.0,-1.5889,-0.1273,-1.7161,31.3484,37.3455,25.3514,36.1317,28.8052,30.1761,-14.6443,-167.6231,20.5493,False
2012-05-22,61.1,61.59,60.5,29.0839478996,2457100.0,-1.5987,-0.0393,-1.6381,31.0749,36.9601,25.1897,35.8489,28.7794,29.7799,-15.9181,-151.5969,20.4604,False
2012-05-23,60.33,61.58,59.81,29.2462413886,2754100.0,-1.588,0.0427,-1.5453,30.8162,36.5432,25.0893,37.0456,28.8653,29.4117,-15.6323,-142.9163,21.4763,True
2012-05-24,61.55,61.78,59.32,28.6925341907,4088000.0,-1.5702,0.0711,-1.4991,30.499,35.9521,25.046,34.6807,28.9283,29.0623,-16.3213,-139.6857,22.1941,True
2012-05-25,60.12,60.38,59.7,28.6400274737,2207600.0,-1.5462,0.0961,-1.4501,30.1654,35.1999,25.1309,34.4572,28.9637,28.7549,-19.0725,-135.3475,22.1941,True
2012-05-29,60.19,61.58,60.19,29.1173612649,2091600.0,-1.5084,0.1513,-1.3571,29.8711,34.4031,25.3391,38.3283,28.956,28.9045,-16.7838,-116.8529,19.4293,True
2012-05-30,60.5,60.5,58.11,28.0958669517,4728200.0,-1.4768,0.1265,-1.3502,29.5246,33.4454,25.6037,33.7569,28.7584,28.8586,-18.4306,-129.6826,22.5195,True
2012-05-31,58.91,58.91,57.0,27.8046933391,3499800.0,-1.4519,0.0993,-1.3527,29.1763,32.3353,26.0174,32.5705,28.4701,28.7842,-19.4779,-133.576,24.0993,True
2012-06-01,56.87,57.25,56.35,27.1602927209,3407800.0,-1.4397,0.0491,-1.3906,28.8377,31.2473,26.428,30.0651,28.1636,28.6521,-21.3599,-137.8531,25.0098,True
2012-06-04,57.28,58.01,56.96,27.6519465259,2163500.0,-1.4248,0.0595,-1.3652,28.5577,29.9283,27.1871,34.2026,27.966,28.5452,-17.9259,-122.1055,23.2517,True
2012-06-05,57.56,58.69,57.28,27.8572000561,2313000.0,-1.4025,0.0891,-1.3134,28.6069,29.7902,27.4235,35.8989,27.714,28.4917,-4.1796,-111.1695,21.6944,True
2012-06-06,59.13,60.74,58.74,28.6925341907,2624100.0,-1.3603,0.169,-1.1913,28.6023,29.7836,27.421,42.3768,27.8333,28.457,0.3801,-89.7256,17.1561,True
2012-06-07,60.91,60.91,59.16,28.3202138336,2371900.0,-1.3105,0.1989,-1.1117,28.5722,29.7501,27.3944,40.4258,27.9364,28.424,0.2304,-86.4144,16.7888,True
2012-06-08,59.0,59.32,58.35,28.0910936138,3262100.0,-1.2594,0.2045,-1.0549,28.5197,29.685,27.3545,39.2349,28.1226,28.4049,-3.0402,-91.3411,18.034,True
2012-06-11,59.13,59.59,57.95,27.7139999187,2794400.0,-1.2132,0.1847,-1.0285,28.4426,29.607,27.2783,37.2973,28.135,28.3549,-3.2787,-90.2736,18.6453,True
2012-06-12,58.04,58.95,57.8701,27.9860801797,2261500.0,-1.1655,0.1911,-0.9744,28.409,29.5852,27.2328,39.6031,28.1608,28.2769,-3.1702,-87.1476,18.7684,True
2012-06-13,58.31,59.12,58.12,27.9765335039,2897300.0,-1.1167,0.1951,-0.9216,28.3472,29.4769,27.2175,39.5484,28.0176,28.2031,-4.699,-82.6987,18.3809,True
2012-06-14,58.52,59.35,57.84,28.2056537237,2647600.0,-1.0637,0.2121,-0.8515,28.3166,29.4268,27.2065,41.6208,27.9947,28.1337,-3.4959,-78.4637,18.8245,True
2012-06-15,59.25,60.61,58.91,28.8786943693,3472300.0,-0.9976,0.2644,-0.7332,28.3417,29.4785,27.2048,47.3064,28.1522,28.1461,0.066,-64.9868,15.9407,True
2012-06-18,60.26,60.5,59.71,28.6066141083,2316500.0,-0.9288,0.275,-0.6539,28.3489,29.4905,27.2072,45.3917,28.3307,28.1439,0.2319,-62.4577,15.9407,True
2012-06-19,60.4,60.88,60.13,28.8261876523,1791800.0,-0.8564,0.2897,-0.5667,28.3324,29.4358,27.2289,47.2382,28.4987,28.1245,-1.0885,-56.7278,15.0697,True
2012-06-20,60.48,60.76,59.5381,28.8070943006,1943500.0,-0.7838,0.2903,-0.4935,28.3185,29.3904,27.2466,47.0898,28.6648,28.1719,-1.3476,-57.0931,16.0685,True
2012-06-21,60.45,60.73,57.91,27.6686532086,2531900.0,-0.7313,0.21,-0.5214,28.2397,29.2577,27.2216,39.221,28.5574,28.1629,-1.3803,-67.4319,18.7416,True
2012-06-22,58.18,58.6,57.86,27.9097067731,2012600.0,-0.6887,0.1707,-0.518,28.2005,29.206,27.195,41.441,28.3637,28.2128,-5.1473,-70.6188,18.8224,True
2012-06-25,57.82,58.37,57.49,27.6376265121,2530900.0,-0.6572,0.126,-0.5312,28.1504,29.1632,27.1376,39.6879,28.1699,28.2119,-3.3289,-72.3505,19.4249,True
2012-06-26,55.83,57.09,55.69,27.1793860725,3715400.0,-0.6401,0.0681,-0.572,28.0535,29.0484,27.0586,36.8732,27.8405,28.1667,-7.2913,-83.2124,22.2789,True
2012-06-27,57.27,58.47,57.15,27.4991997127,2134900.0,-0.6265,0.0546,-0.5719,28.0237,29.047,27.0003,40.0524,27.5789,28.0871,-3.3554,-70.3149,18.9928,True
2012-06-28,57.27,57.4,55.25,26.826159067,3775400.0,-0.625,0.0059,-0.6191,27.9747,29.1214,26.828,35.968,27.4104,27.9875,-2.5632,-83.1146,21.9304,True
2012-06-29,58.18,60.0,58.0601,28.6400274737,2643700.0,-0.6009,0.0966,-0.5042,28.0487,29.1663,26.9312,50.5338,27.5565,28.0241,4.8035,-50.834,16.0729,True
2012-07-02,60.3,60.54,59.03,28.3488538611,2163200.0,-0.567,0.1353,-0.4318,28.0836,29.1929,26.9743,48.6311,27.6987,28.0664,4.3613,-46.4026,14.907,True
2012-07-03,59.42,60.22,59.12,28.5206940259,713600.0,-0.5249,0.1685,-0.3563,28.1168,29.2366,26.9969,49.8256,27.967,28.1021,2.6069,-44.6673,14.907,True
2012-07-05,59.43,60.55,59.34,28.7450409078,1358800.0,-0.475,0.1997,-0.2753,28.1194,29.2449,26.9939,51.4063,28.2162,28.1533,-0.3128,-39.5919,14.1821,True
2012-07-06,59.5,59.56,56.73,27.5230664022,3005000.0,-0.4412,0.1351,-0.3062,28.0795,29.2299,26.9291,43.4231,28.3555,28.1078,-2.2164,-62.6098,18.3261,True
2012-07-09,57.64,58.04,56.87,27.3798662649,1857000.0,-0.4206,0.0824,-0.3383,28.044,29.234,26.8539,42.5926,28.1035,28.0079,-2.1578,-68.9774,18.3261,True
2012-07-10,57.61,58.29,55.98,26.8213857291,2645200.0,-0.4173,0.0132,-0.4041,27.9993,29.2976,26.7011,39.4405,27.798,27.8889,-2.1816,-76.3687,19.6936,True
2012-07-11,56.39,57.46,55.94,26.9789058802,2072100.0,-0.4216,-0.017,-0.4385,27.949,29.3214,26.5766,40.7653,27.4897,27.7657,-2.5276,-78.6415,19.755,False
2012-07-12,54.55,55.55,53.9201,26.4204253445,6401100.0,-0.4383,-0.0668,-0.505,27.8712,29.3964,26.3459,37.6377,27.0247,27.6066,-6.0386,-103.3998,22.7871,False
2012-07-13,55.38,57.36,55.27,27.3321328857,2836200.0,-0.4463,-0.0323,-0.4787,27.8275,29.3619,26.293,45.0161,26.9865,27.5842,-3.353,-79.0087,18.6999,False
2012-07-16,57.28,58.35,56.91,27.809466677,3137200.0,-0.44,0.0255,-0.4145,27.774,29.2308,26.3173,48.4382,27.0725,27.5775,-3.7288,-60.0549,16.5421,True
2012-07-17,58.74,58.82,57.4,27.7712799737,2059300.0,-0.4245,0.062,-0.3625,27.7323,29.1382,26.3264,48.1811,27.2624,27.5864,-2.7769,-55.0918,15.5282,True
