date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-05-30,44.9,44.9,43.65,43.3599078271,624900.0,-1.7436,0.1134,-1.6302,38.6711,45.3779,52.0847,43.3025,43.4213,43.752,-21.9266,-112.9782,3.0313,True
2012-05-31,43.68,44.04,41.9,42.3796313086,1050100.0,-1.7209,0.0905,-1.6305,39.063,44.8363,50.6095,41.1155,43.1262,43.3711,-20.1161,-131.2325,5.4936,True
2012-06-01,41.88,41.8899,38.76,39.3001767906,1525200.0,-1.7483,-0.1094,-1.8577,38.7186,44.254,49.7895,35.1416,42.546,42.9328,-21.6425,-177.0169,9.6784,False
2012-06-04,39.62,40.12,37.58,39.2011589604,964800.0,-1.8032,-0.2194,-2.0225,38.31,43.7476,49.1851,34.9666,41.9024,42.4595,-21.518,-186.1564,11.1814,False
2012-06-05,39.65,42.5,39.65,42.013265337,668900.0,-1.8234,-0.0809,-1.9043,38.4392,43.4109,48.3826,43.5255,41.2508,42.3367,-15.1595,-134.9803,7.5117,False
2012-06-06,42.51,44.46,42.51,43.3500060441,438600.0,-1.7954,0.1121,-1.6833,38.8778,43.1262,47.3746,47.0731,41.2488,42.2938,-10.5072,-94.0579,4.6198,True
2012-06-07,44.83,45.24,44.09,44.3104789967,1151100.0,-1.7191,0.3048,-1.4143,39.2967,42.9371,46.5775,49.5146,41.635,42.3975,-7.5792,-71.3773,3.4931,True
2012-06-08,44.68,45.03,43.7,44.0332290722,434100.0,-1.6172,0.4076,-1.2096,39.4197,42.845,46.2703,48.8181,42.5816,42.5935,-9.7957,-74.2047,4.0187,True
2012-06-11,45.13,45.94,41.65,41.6865064974,731700.0,-1.5383,0.3157,-1.2227,39.5484,42.6143,45.6802,43.2952,43.0787,42.6292,-5.2197,-92.6936,6.7338,True
2012-06-12,42.49,43.78,41.91,43.0727561197,453700.0,-1.4523,0.344,-1.1083,39.554,42.5752,45.5964,47.0841,43.2906,42.641,-5.5411,-92.4483,6.7338,True
2012-06-13,43.45,43.83,42.18,42.1122831671,269700.0,-1.3784,0.2956,-1.0828,39.526,42.4811,45.4363,44.859,43.0431,42.5711,-4.3013,-92.9866,6.6577,True
2012-06-14,42.65,42.87,41.5,41.8746403747,205700.0,-1.3166,0.2472,-1.0694,39.4734,42.4371,45.4008,44.304,42.5559,42.439,-4.9867,-100.8322,7.5692,True
2012-06-15,42.25,43.5,41.85,42.9044258084,299100.0,-1.2462,0.2817,-0.9645,39.6237,42.5277,45.4316,47.3297,42.3301,42.4859,-1.3605,-85.0496,6.5885,True
2012-06-18,43.16,43.3,42.06,42.5380598368,253700.0,-1.1771,0.2765,-0.9006,39.7624,42.597,45.4316,46.3695,42.5004,42.4938,2.7284,-84.1993,6.5885,True
2012-06-19,43.15,44.46,43.15,43.5777470535,198200.0,-1.0931,0.3358,-0.7573,39.7667,42.6311,45.4956,49.4855,42.6014,42.381,1.7159,-61.2165,4.7697,True
2012-06-20,43.91,45.52,43.66,44.51841644,580900.0,-0.9868,0.4254,-0.5614,39.7253,42.699,45.6726,52.1789,43.0827,42.4582,2.9166,-43.0344,3.1343,True
2012-06-21,45.04,45.07,42.74,42.5380598368,671000.0,-0.9013,0.3418,-0.5595,39.7068,42.6331,45.5594,46.5771,43.2153,42.4687,1.3492,-62.4385,4.4508,True
2012-06-22,43.25,43.25,42.01,42.052872469,432500.0,-0.8391,0.2488,-0.5903,39.6943,42.6257,45.5571,45.3004,43.045,42.6523,-2.7215,-79.6901,5.4872,True
2012-06-25,42.05,42.17,40.58,40.6567210638,515200.0,-0.8151,0.096,-0.7191,39.4833,42.5376,45.5919,41.7706,42.6688,42.7493,-3.5011,-102.1372,7.4863,True
