date,open,high,low,Close,vol,MACD,MACD_Signal,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-14,16.68,17.04,16.6,12.8022440376,39580100.0,-0.2768,-0.4108,0.134,12.4907,12.1236,12.8578,46.9708,12.6464,12.462,0.8881,-68.1016,16.4341,True
2012-06-15,16.97,17.17,16.93,12.9384381231,42601400.0,-0.2285,-0.3744,0.1458,12.5115,12.0957,12.9273,49.8586,12.7024,12.4978,2.2024,-57.4232,14.9603,True
2012-06-18,17.08,17.25,17.03,12.9687034755,35400800.0,-0.1857,-0.3366,0.151,12.5369,12.0768,12.9969,50.5004,12.803,12.5387,3.6659,-52.4964,14.0567,True
2012-06-19,17.28,17.36,17.11,12.9989688278,41827300.0,-0.1475,-0.2988,0.1513,12.5561,12.0544,13.0579,51.17,12.862,12.5684,3.9521,-47.6062,12.8168,True
2012-06-20,17.37,17.63,17.3,13.2486579846,46238300.0,-0.0961,-0.2583,0.1622,12.5857,12.0008,13.1705,56.3855,12.9914,12.6249,4.8157,-35.4959,9.8365,True
2012-06-21,17.51,17.545,16.87,12.8060272067,44123400.0,-0.09,-0.2246,0.1346,12.5945,12.002,13.1871,46.8759,12.9922,12.655,4.6838,-48.2819,13.5359,True
2012-06-22,16.98,17.19,16.95,12.9611371374,46489700.0,-0.0718,-0.194,0.1223,12.6225,12.0165,13.2286,50.0395,12.9967,12.714,2.9341,-47.3792,13.5359,True
2012-06-25,17.01,17.03,16.78,12.8135935448,33219000.0,-0.0685,-0.1689,0.1004,12.6454,12.0468,13.244,47.1763,12.9657,12.7556,2.8382,-52.7131,14.9625,True
2012-06-26,16.97,16.99,16.65,12.7227974878,31870100.0,-0.0724,-0.1496,0.0772,12.6539,12.056,13.2519,45.4611,12.9104,12.7906,2.1034,-54.9294,16.0398,True
2012-06-27,16.87,16.96,16.64,12.658483614,43502200.0,-0.0797,-0.1356,0.0559,12.6668,12.0802,13.2534,44.2405,12.7924,12.7929,2.9126,-54.9501,16.1229,True
2012-06-28,16.63,16.63,16.22,12.469325162,56585800.0,-0.0997,-0.1284,0.0288,12.6725,12.0959,13.249,40.7892,12.7251,12.7879,0.6963,-67.801,19.5258,True
