date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2014-06-02,633.96,634.83,622.5,20.2315790738,13191100.0,0.0394,0.5828,0.5433,20.4941,19.4733,18.4525,73.7317,20.2536,19.6324,7.4356,131.6266,28.1069,True
2014-06-03,628.46,638.74,628.25,20.5176822122,10453900.0,0.0403,0.5937,0.5534,20.6475,19.5375,18.4275,76.6675,20.3303,19.7283,6.8742,136.7753,29.1077,True
2014-06-04,637.44,647.89,636.11,20.7519713964,11981500.0,0.0486,0.6142,0.5656,20.8257,19.624,18.4222,78.7512,20.4642,19.8379,7.7936,144.7593,31.381,True
2014-06-05,646.2,649.3699,642.61,20.8333933244,10850200.0,0.0513,0.6297,0.5784,20.9877,19.7178,18.448,79.435,20.5412,19.9526,9.3277,144.0074,31.741,True
2014-06-06,649.9,651.26,644.47,20.7761083316,12497800.0,0.0414,0.6301,0.5887,21.105,19.8105,18.5159,77.5536,20.6221,20.0744,9.5641,138.6388,32.203,True
2014-06-09,92.7,93.88,91.75,21.1085754941,75414997.0,0.0489,0.6498,0.601,21.2559,19.9237,18.5914,80.4351,20.7975,20.1996,12.0956,140.338,33.6292,True
2014-06-10,94.73,95.05,93.57,21.232478552,62777000.0,0.0534,0.6677,0.6143,21.42,20.0314,18.6427,81.3891,20.9405,20.318,12.076,147.9817,35.5431,True
2014-06-11,94.13,94.76,93.47,21.1446200201,45681000.0,0.0422,0.6671,0.6249,21.5348,20.1332,18.7315,78.4818,21.019,20.4302,11.5687,139.4184,35.2042,True
2014-06-12,94.04,94.12,91.9,20.7909331094,54749000.0,0.0048,0.6308,0.6261,21.5641,20.2171,18.8701,68.0043,21.0105,20.5154,10.2847,120.6711,30.0144,True
2014-06-13,92.2,92.44,90.88,20.5634020395,54525000.0,-0.0392,0.5771,0.6163,21.5189,20.2978,19.0766,62.274,20.968,20.5834,8.4614,103.2778,26.7986,False
2014-06-16,91.51,92.75,91.45,20.7706580636,35561000.0,-0.0571,0.5449,0.602,21.5079,20.3748,19.2418,65.1407,20.9004,20.6505,8.6557,107.082,27.354,False
2014-06-17,92.31,92.7,91.8,20.7436246692,29726000.0,-0.0725,0.5113,0.5838,21.5003,20.4391,19.378,64.4562,20.8026,20.6911,6.8448,104.9676,27.354,False
2014-06-18,92.27,92.29,91.35,20.7661524979,33514000.0,-0.0823,0.481,0.5633,21.4735,20.5044,19.5353,64.7866,20.727,20.7367,6.5354,99.4701,25.9199,False
2014-06-19,92.29,92.3,91.3389,20.694063446,35528000.0,-0.0938,0.446,0.5398,21.4212,20.5635,19.7058,62.7857,20.7076,20.7531,6.4943,95.6812,25.8843,False
2014-06-20,91.85,92.55,90.9,20.4800490733,100898000.0,-0.1147,0.3964,0.5111,21.3316,20.6103,19.889,57.1696,20.6909,20.7604,6.2311,89.0115,24.4709,False
2014-06-23,91.32,91.62,90.6,20.4620268104,43694000.0,-0.1276,0.3516,0.4792,21.2589,20.6452,20.0315,56.7119,20.6292,20.7757,4.329,81.9946,23.507,False
2014-06-24,90.75,91.74,90.19,20.3381237525,39036000.0,-0.1413,0.3026,0.4439,21.2409,20.6554,20.0698,53.5537,20.5481,20.7637,2.6077,76.7023,22.1918,False
2014-06-25,90.21,90.7,89.65,20.3561460155,36869000.0,-0.1453,0.2622,0.4076,21.2116,20.6691,20.1265,53.9534,20.4661,20.7374,0.8051,68.6964,20.4735,False
2014-06-26,90.37,91.05,89.8,20.4777962905,32629000.0,-0.1362,0.2373,0.3735,21.2108,20.6705,20.1303,56.6508,20.4228,20.7137,0.0755,70.742,21.2039,False
2014-06-27,90.82,92.0,90.77,20.7210968404,64029000.0,-0.1112,0.2345,0.3457,21.2108,20.688,20.1652,61.4855,20.471,20.71,-0.0263,80.2546,23.1519,False
2014-06-30,92.1,93.725,92.09,20.9351112131,49589000.0,-0.0792,0.2467,0.3259,21.212,20.7232,20.2344,65.1488,20.5657,20.6984,3.3467,93.3509,26.507,False
2014-07-01,93.52,94.07,93.13,21.0680254025,38223000.0,-0.0495,0.264,0.3135,21.2519,20.7507,20.2495,67.2232,20.7116,20.6875,3.0921,98.3148,27.1539,False
